"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ip-192-0-1-1",,,,"User:","username"
"Cmdline:","dstat -am -C 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35 --output /home/dbadmin/dstat_results_52.206.193.109_1.csv",,,,"Date:","18 Dec 2017 23:18:05 EST"

"cpu0 usage",,,,,,"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"cpu8 usage",,,,,,"cpu9 usage",,,,,,"cpu10 usage",,,,,,"cpu11 usage",,,,,,"cpu12 usage",,,,,,"cpu13 usage",,,,,,"cpu14 usage",,,,,,"cpu15 usage",,,,,,"cpu16 usage",,,,,,"cpu17 usage",,,,,,"cpu18 usage",,,,,,"cpu19 usage",,,,,,"cpu20 usage",,,,,,"cpu21 usage",,,,,,"cpu22 usage",,,,,,"cpu23 usage",,,,,,"cpu24 usage",,,,,,"cpu25 usage",,,,,,"cpu26 usage",,,,,,"cpu27 usage",,,,,,"cpu28 usage",,,,,,"cpu29 usage",,,,,,"cpu30 usage",,,,,,"cpu31 usage",,,,,,"cpu32 usage",,,,,,"cpu33 usage",,,,,,"cpu34 usage",,,,,,"cpu35 usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
62.245,3.061,30.612,4.082,0.0,0.0,56.842,3.158,24.211,15.789,0.0,0.0,56.566,2.020,31.313,10.101,0.0,0.0,59.794,2.062,36.082,2.062,0.0,0.0,62.887,2.062,30.928,4.124,0.0,0.0,52.525,2.020,41.414,4.040,0.0,0.0,35.354,3.030,57.576,4.040,0.0,0.0,45.361,3.093,39.175,12.371,0.0,0.0,35.106,3.191,54.255,7.447,0.0,0.0,44.565,5.435,21.739,28.261,0.0,0.0,48.958,2.083,40.625,8.333,0.0,0.0,56.566,2.020,37.374,4.040,0.0,0.0,50.0,2.041,37.755,10.204,0.0,0.0,61.224,2.041,33.673,3.061,0.0,0.0,53.061,1.020,36.735,9.184,0.0,0.0,50.0,2.041,33.673,14.286,0.0,0.0,42.553,4.255,39.362,13.830,0.0,0.0,43.299,3.093,36.082,17.526,0.0,0.0,62.245,2.041,33.673,2.041,0.0,0.0,52.041,1.020,38.776,8.163,0.0,0.0,41.237,1.031,56.701,1.031,0.0,0.0,38.144,1.031,54.639,6.186,0.0,0.0,44.330,1.031,52.577,2.062,0.0,0.0,61.224,2.041,31.633,5.102,0.0,0.0,35.165,7.692,26.374,30.769,0.0,0.0,48.421,4.211,25.263,22.105,0.0,0.0,43.617,9.574,14.894,31.915,0.0,0.0,65.306,2.041,32.653,0.0,0.0,0.0,36.364,2.020,54.545,7.071,0.0,0.0,58.163,1.020,40.816,0.0,0.0,0.0,43.434,1.010,45.455,10.101,0.0,0.0,32.653,1.020,62.245,4.082,0.0,0.0,56.250,2.083,30.208,11.458,0.0,0.0,37.500,5.208,31.250,26.042,0.0,0.0,28.723,4.255,41.489,25.532,0.0,0.0,22.222,7.778,27.778,42.222,0.0,0.0,1107701760.0,0.0,0.0,0.0,0.0,0.0,31363.0,81531.0,3119210496.0,12713984.0,10992726016.0,48751882240.0
43.299,1.031,52.577,3.093,0.0,0.0,24.176,5.495,32.967,37.363,0.0,0.0,42.268,2.062,48.454,7.216,0.0,0.0,48.980,2.041,44.898,4.082,0.0,0.0,51.515,2.020,43.434,3.030,0.0,0.0,50.0,1.020,47.959,1.020,0.0,0.0,49.485,2.062,48.454,0.0,0.0,0.0,42.708,2.083,52.083,3.125,0.0,0.0,34.737,4.211,46.316,14.737,0.0,0.0,47.368,2.105,34.737,15.789,0.0,0.0,54.545,2.020,42.424,1.010,0.0,0.0,48.980,1.020,45.918,4.082,0.0,0.0,51.515,2.020,38.384,8.081,0.0,0.0,46.316,2.105,48.421,3.158,0.0,0.0,33.673,2.041,58.163,6.122,0.0,0.0,46.939,3.061,44.898,5.102,0.0,0.0,34.375,2.083,54.167,9.375,0.0,0.0,37.755,0.0,61.224,1.020,0.0,0.0,45.918,2.041,42.857,9.184,0.0,0.0,25.510,1.020,50.0,23.469,0.0,0.0,38.0,2.0,57.0,3.0,0.0,0.0,38.384,1.010,60.606,0.0,0.0,0.0,42.424,2.020,52.525,3.030,0.0,0.0,39.175,1.031,62.887,-3.093,0.0,0.0,33.333,2.083,42.708,21.875,0.0,0.0,8.696,6.522,42.391,42.391,0.0,0.0,15.789,5.263,29.474,49.474,0.0,0.0,40.404,1.010,49.495,9.091,0.0,0.0,35.354,1.010,50.505,13.131,0.0,0.0,42.574,1.980,44.554,10.891,0.0,0.0,45.455,1.010,56.566,-3.030,0.0,0.0,23.232,1.010,75.758,0.0,0.0,0.0,40.816,1.020,58.163,0.0,0.0,0.0,16.129,4.301,36.559,43.011,0.0,0.0,22.222,7.778,44.444,25.556,0.0,0.0,21.875,6.250,42.708,29.167,0.0,0.0,1000407040.0,0.0,0.0,0.0,0.0,0.0,25637.0,54961.0,3117142016.0,13615104.0,11930959872.0,47814815744.0
55.102,2.041,42.857,0.0,0.0,0.0,31.250,4.167,40.625,23.958,0.0,0.0,25.0,2.0,69.0,4.0,0.0,0.0,41.053,1.053,51.579,6.316,0.0,0.0,37.113,1.031,45.361,16.495,0.0,0.0,28.421,2.105,55.789,13.684,0.0,0.0,46.535,1.980,47.525,3.960,0.0,0.0,48.980,3.061,46.939,1.020,0.0,0.0,44.898,2.041,50.0,3.061,0.0,0.0,40.625,5.208,28.125,26.042,0.0,0.0,38.710,3.226,39.785,18.280,0.0,0.0,46.465,2.020,46.465,5.051,0.0,0.0,45.918,2.041,48.980,3.061,0.0,0.0,48.980,1.020,48.980,1.020,0.0,0.0,35.354,2.020,54.545,8.081,0.0,0.0,42.268,1.031,56.701,0.0,0.0,0.0,50.505,2.020,46.465,1.010,0.0,0.0,48.958,2.083,46.875,2.083,0.0,0.0,53.608,1.031,49.485,-4.124,0.0,0.0,31.313,1.010,54.545,13.131,0.0,0.0,32.653,1.020,66.327,0.0,0.0,0.0,31.633,1.020,45.918,21.429,0.0,0.0,11.111,0.0,88.889,0.0,0.0,0.0,30.303,1.010,68.687,0.0,0.0,0.0,12.766,6.383,31.915,48.936,0.0,0.0,27.551,2.041,48.980,21.429,0.0,0.0,14.130,7.609,35.870,42.391,0.0,0.0,36.735,1.020,36.735,25.510,0.0,0.0,43.434,1.010,49.495,6.061,0.0,0.0,48.421,1.053,46.316,4.211,0.0,0.0,38.0,1.0,61.0,0.0,0.0,0.0,40.816,2.041,56.122,1.020,0.0,0.0,52.525,1.010,46.465,0.0,0.0,0.0,38.144,2.062,35.052,24.742,0.0,0.0,25.0,9.783,28.261,36.957,0.0,0.0,28.125,5.208,46.875,19.792,0.0,0.0,1000738816.0,774144.0,0.0,0.0,0.0,0.0,25922.0,59324.0,3120500736.0,14635008.0,12962287616.0,46779109376.0
42.857,2.041,35.714,19.388,0.0,0.0,39.560,4.396,23.077,32.967,0.0,0.0,52.577,1.031,46.392,0.0,0.0,0.0,48.980,2.041,38.776,10.204,0.0,0.0,45.0,3.0,48.0,4.0,0.0,0.0,40.404,2.020,39.394,18.182,0.0,0.0,46.465,1.010,44.444,8.081,0.0,0.0,37.755,1.020,47.959,13.265,0.0,0.0,43.434,2.020,38.384,16.162,0.0,0.0,34.043,5.319,31.915,28.723,0.0,0.0,38.776,3.061,46.939,11.224,0.0,0.0,55.670,1.031,41.237,2.062,0.0,0.0,56.566,2.020,40.404,1.010,0.0,0.0,45.455,3.030,33.333,18.182,0.0,0.0,48.454,1.031,48.454,2.062,0.0,0.0,48.980,3.061,41.837,6.122,0.0,0.0,40.625,1.042,44.792,13.542,0.0,0.0,53.061,2.041,39.796,5.102,0.0,0.0,34.0,2.0,64.0,0.0,0.0,0.0,14.286,1.020,76.531,8.163,0.0,0.0,29.592,1.020,62.245,7.143,0.0,0.0,35.714,2.041,37.755,24.490,0.0,0.0,38.776,1.020,50.0,10.204,0.0,0.0,17.172,1.010,58.586,23.232,0.0,0.0,33.696,5.435,30.435,30.435,0.0,0.0,19.565,5.435,47.826,27.174,0.0,0.0,28.261,4.348,38.043,29.348,0.0,0.0,41.414,1.010,55.556,2.020,0.0,0.0,28.125,2.083,57.292,12.500,0.0,0.0,41.0,1.0,56.0,2.0,0.0,0.0,42.424,2.020,43.434,12.121,0.0,0.0,25.510,1.020,63.265,10.204,0.0,0.0,39.0,2.0,42.0,17.0,0.0,0.0,30.612,4.082,39.796,25.510,0.0,0.0,38.298,3.191,31.915,26.596,0.0,0.0,20.652,6.522,46.739,26.087,0.0,0.0,998387712.0,0.0,0.0,0.0,0.0,0.0,26494.0,67672.0,3122327552.0,15740928.0,13975937024.0,45762527232.0
53.608,1.031,45.361,0.0,0.0,0.0,39.785,6.452,27.957,25.806,0.0,0.0,52.577,3.093,38.144,6.186,0.0,0.0,45.455,1.010,46.465,7.071,0.0,0.0,52.525,3.030,44.444,0.0,0.0,0.0,50.0,2.041,36.735,11.224,0.0,0.0,27.957,3.226,50.538,18.280,0.0,0.0,43.434,2.020,37.374,17.172,0.0,0.0,46.939,2.041,44.898,6.122,0.0,0.0,40.0,5.263,21.053,33.684,0.0,0.0,44.898,1.020,48.980,5.102,0.0,0.0,55.102,2.041,41.837,1.020,0.0,0.0,46.392,1.031,27.835,24.742,0.0,0.0,48.454,1.031,40.206,10.309,0.0,0.0,46.392,2.062,44.330,7.216,0.0,0.0,54.082,3.061,42.857,0.0,0.0,0.0,43.0,1.0,51.0,5.0,0.0,0.0,46.392,2.062,42.268,9.278,0.0,0.0,54.082,2.041,43.878,0.0,0.0,0.0,42.857,2.041,47.959,7.143,0.0,0.0,21.0,1.0,76.0,2.0,0.0,0.0,41.414,1.010,48.485,9.091,0.0,0.0,54.545,3.030,42.424,0.0,0.0,0.0,24.742,3.093,46.392,25.773,0.0,0.0,30.526,1.053,60.0,8.421,0.0,0.0,11.702,6.383,53.191,28.723,0.0,0.0,9.890,4.396,48.352,37.363,0.0,0.0,30.303,1.010,56.566,12.121,0.0,0.0,47.959,2.041,43.878,6.122,0.0,0.0,46.465,2.020,39.394,12.121,0.0,0.0,31.959,0.0,53.608,14.433,0.0,0.0,33.0,1.0,52.0,14.0,0.0,0.0,23.469,0.0,61.224,15.306,0.0,0.0,26.596,4.255,44.681,24.468,0.0,0.0,35.106,4.255,31.915,28.723,0.0,0.0,13.978,6.452,40.860,38.710,0.0,0.0,1000726528.0,0.0,0.0,0.0,0.0,0.0,26497.0,64647.0,3126722560.0,16711680.0,14945628160.0,44787470336.0
48.980,3.061,46.939,1.020,0.0,0.0,45.833,4.167,31.250,18.750,0.0,0.0,46.392,1.031,42.268,10.309,0.0,0.0,29.592,1.020,66.327,3.061,0.0,0.0,29.592,1.020,61.224,8.163,0.0,0.0,37.755,2.041,58.163,2.041,0.0,0.0,49.485,2.062,46.392,2.062,0.0,0.0,46.939,1.020,50.0,2.041,0.0,0.0,51.020,2.041,43.878,3.061,0.0,0.0,27.368,6.316,32.632,33.684,0.0,0.0,44.898,3.061,43.878,8.163,0.0,0.0,47.423,2.062,44.330,6.186,0.0,0.0,52.041,2.041,45.918,0.0,0.0,0.0,47.423,1.031,51.546,0.0,0.0,0.0,47.959,2.041,46.939,3.061,0.0,0.0,34.021,2.062,53.608,10.309,0.0,0.0,47.959,2.041,47.959,2.041,0.0,0.0,43.878,2.041,31.633,22.449,0.0,0.0,29.293,1.010,63.636,6.061,0.0,0.0,53.608,1.031,45.361,0.0,0.0,0.0,38.0,1.0,55.0,6.0,0.0,0.0,45.918,1.020,50.0,3.061,0.0,0.0,45.918,1.020,50.0,3.061,0.0,0.0,45.918,1.020,51.020,2.041,0.0,0.0,15.789,7.368,31.579,45.263,0.0,0.0,10.112,6.742,35.955,47.191,0.0,0.0,10.870,10.870,30.435,47.826,0.0,0.0,45.361,1.031,53.608,0.0,0.0,0.0,29.0,1.0,75.0,-5.0,0.0,0.0,55.102,2.041,42.857,0.0,0.0,0.0,38.0,1.0,52.0,9.0,0.0,0.0,41.667,1.042,50.0,7.292,0.0,0.0,41.837,2.041,40.816,15.306,0.0,0.0,40.206,2.062,45.361,12.371,0.0,0.0,36.842,3.158,43.158,16.842,0.0,0.0,29.348,5.435,30.435,34.783,0.0,0.0,1000112128.0,0.0,0.0,0.0,0.0,0.0,27239.0,62238.0,3129237504.0,17678336.0,15917015040.0,43812601856.0
37.500,3.125,44.792,14.583,0.0,0.0,24.468,6.383,39.362,29.787,0.0,0.0,36.082,3.093,53.608,7.216,0.0,0.0,24.742,2.062,61.856,11.340,0.0,0.0,47.917,1.042,46.875,4.167,0.0,0.0,49.485,1.031,48.454,1.031,0.0,0.0,43.750,2.083,44.792,9.375,0.0,0.0,42.857,1.020,55.102,1.020,0.0,0.0,53.061,2.041,36.735,8.163,0.0,0.0,40.625,6.250,32.292,20.833,0.0,0.0,51.546,1.031,46.392,1.031,0.0,0.0,44.444,1.010,53.535,1.010,0.0,0.0,53.535,3.030,43.434,0.0,0.0,0.0,52.0,2.0,44.0,2.0,0.0,0.0,32.653,3.061,63.265,1.020,0.0,0.0,40.625,3.125,48.958,7.292,0.0,0.0,41.237,1.031,56.701,1.031,0.0,0.0,47.423,2.062,44.330,6.186,0.0,0.0,34.375,1.042,56.250,8.333,0.0,0.0,37.374,2.020,52.525,8.081,0.0,0.0,27.273,1.010,55.556,16.162,0.0,0.0,27.551,1.020,69.388,2.041,0.0,0.0,32.673,1.980,62.376,2.970,0.0,0.0,44.444,3.030,47.475,5.051,0.0,0.0,22.105,5.263,45.263,27.368,0.0,0.0,31.183,3.226,41.935,23.656,0.0,0.0,24.211,5.263,42.105,28.421,0.0,0.0,44.0,2.0,40.0,14.0,0.0,0.0,44.898,1.020,53.061,1.020,0.0,0.0,47.959,1.020,51.020,0.0,0.0,0.0,45.918,2.041,45.918,6.122,0.0,0.0,50.0,2.0,47.0,1.0,0.0,0.0,41.837,2.041,56.122,0.0,0.0,0.0,24.490,6.122,35.714,33.673,0.0,0.0,31.250,3.125,27.083,38.542,0.0,0.0,28.421,6.316,21.053,44.211,0.0,0.0,1000738816.0,0.0,0.0,0.0,0.0,0.0,25929.0,53636.0,3134013440.0,18702336.0,16950104064.0,42773712896.0
42.857,2.041,39.796,15.306,0.0,0.0,43.750,5.208,25.0,26.042,0.0,0.0,49.495,2.020,38.384,10.101,0.0,0.0,48.421,3.158,47.368,1.053,0.0,0.0,44.898,3.061,51.020,1.020,0.0,0.0,42.857,2.041,44.898,10.204,0.0,0.0,52.041,2.041,40.816,5.102,0.0,0.0,33.684,4.211,44.211,17.895,0.0,0.0,45.745,2.128,48.936,3.191,0.0,0.0,41.667,4.167,33.333,20.833,0.0,0.0,23.711,2.062,68.041,6.186,0.0,0.0,48.454,4.124,37.113,10.309,0.0,0.0,51.546,2.062,44.330,2.062,0.0,0.0,41.489,2.128,42.553,13.830,0.0,0.0,52.041,2.041,36.735,9.184,0.0,0.0,54.082,3.061,36.735,6.122,0.0,0.0,48.485,1.010,45.455,5.051,0.0,0.0,37.113,2.062,52.577,8.247,0.0,0.0,34.694,1.020,56.122,8.163,0.0,0.0,41.667,2.083,51.042,5.208,0.0,0.0,50.0,1.020,48.980,0.0,0.0,0.0,34.0,2.0,60.0,4.0,0.0,0.0,38.776,1.020,60.204,0.0,0.0,0.0,33.333,0.0,65.657,1.010,0.0,0.0,40.860,3.226,34.409,21.505,0.0,0.0,21.348,5.618,31.461,41.573,0.0,0.0,21.277,4.255,47.872,26.596,0.0,0.0,44.898,1.020,52.041,2.041,0.0,0.0,47.959,1.020,44.898,6.122,0.0,0.0,23.232,1.010,63.636,12.121,0.0,0.0,52.041,1.020,46.939,0.0,0.0,0.0,39.394,1.010,57.576,2.020,0.0,0.0,38.614,0.990,59.406,0.990,0.0,0.0,34.021,4.124,25.773,36.082,0.0,0.0,29.474,6.316,32.632,31.579,0.0,0.0,32.258,3.226,43.011,21.505,0.0,0.0,995180544.0,876544.0,0.0,0.0,0.0,0.0,28114.0,86126.0,3136040960.0,19808256.0,17909846016.0,41810837504.0
34.021,3.093,47.423,15.464,0.0,0.0,44.792,3.125,22.917,29.167,0.0,0.0,50.505,1.010,47.475,1.010,0.0,0.0,38.0,2.0,53.0,7.0,0.0,0.0,49.495,1.010,49.495,0.0,0.0,0.0,41.0,2.0,53.0,4.0,0.0,0.0,47.959,2.041,45.918,4.082,0.0,0.0,47.475,2.020,49.495,1.010,0.0,0.0,38.776,2.041,47.959,11.224,0.0,0.0,39.362,3.191,31.915,25.532,0.0,0.0,45.361,2.062,47.423,5.155,0.0,0.0,44.898,1.020,46.939,7.143,0.0,0.0,47.959,1.020,51.020,0.0,0.0,0.0,34.343,3.030,61.616,1.010,0.0,0.0,50.505,1.010,48.485,0.0,0.0,0.0,28.283,3.030,55.556,13.131,0.0,0.0,39.796,2.041,40.816,17.347,0.0,0.0,45.361,2.062,49.485,3.093,0.0,0.0,37.374,2.020,57.576,3.030,0.0,0.0,32.990,1.031,65.979,0.0,0.0,0.0,48.485,1.010,50.505,0.0,0.0,0.0,47.959,1.020,51.020,0.0,0.0,0.0,48.980,2.041,48.980,0.0,0.0,0.0,47.959,2.041,50.0,0.0,0.0,0.0,17.582,7.692,28.571,46.154,0.0,0.0,18.681,7.692,41.758,31.868,0.0,0.0,12.500,7.292,38.542,41.667,0.0,0.0,33.333,1.042,65.625,0.0,0.0,0.0,32.0,2.0,65.0,1.0,0.0,0.0,27.273,1.010,53.535,18.182,0.0,0.0,47.959,1.020,51.020,0.0,0.0,0.0,45.918,2.041,51.020,1.020,0.0,0.0,39.796,2.041,46.939,11.224,0.0,0.0,21.875,2.083,65.625,10.417,0.0,0.0,28.261,3.261,38.043,30.435,0.0,0.0,12.903,6.452,49.462,31.183,0.0,0.0,1005223936.0,0.0,0.0,0.0,0.0,0.0,26439.0,57116.0,3133689856.0,20676608.0,18960617472.0,40761548800.0
36.082,1.031,61.856,1.031,0.0,0.0,32.632,6.316,27.368,33.684,0.0,0.0,54.082,3.061,41.837,1.020,0.0,0.0,53.608,1.031,44.330,1.031,0.0,0.0,40.625,3.125,43.750,12.500,0.0,0.0,50.505,1.010,45.455,3.030,0.0,0.0,47.959,2.041,46.939,3.061,0.0,0.0,49.474,2.105,43.158,5.263,0.0,0.0,45.918,3.061,47.959,3.061,0.0,0.0,35.417,4.167,25.0,35.417,0.0,0.0,48.485,2.020,48.485,1.010,0.0,0.0,53.061,2.041,38.776,6.122,0.0,0.0,56.0,3.0,40.0,1.0,0.0,0.0,38.144,2.062,53.608,6.186,0.0,0.0,50.515,2.062,47.423,0.0,0.0,0.0,51.546,2.062,43.299,3.093,0.0,0.0,51.020,2.041,42.857,4.082,0.0,0.0,52.577,2.062,45.361,0.0,0.0,0.0,48.980,2.041,48.980,0.0,0.0,0.0,35.789,4.211,55.789,4.211,0.0,0.0,37.374,1.010,54.545,7.071,0.0,0.0,22.0,1.0,76.0,1.0,0.0,0.0,30.303,1.010,65.657,3.030,0.0,0.0,40.404,1.010,51.515,7.071,0.0,0.0,40.816,4.082,40.816,14.286,0.0,0.0,24.211,6.316,40.0,29.474,0.0,0.0,15.957,8.511,45.745,29.787,0.0,0.0,44.444,1.010,51.515,3.030,0.0,0.0,50.0,2.041,39.796,8.163,0.0,0.0,35.354,2.020,50.505,12.121,0.0,0.0,51.020,2.041,41.837,5.102,0.0,0.0,38.776,1.020,60.204,0.0,0.0,0.0,40.816,1.020,59.184,-1.020,0.0,0.0,15.625,9.375,38.542,36.458,0.0,0.0,51.546,3.093,32.990,12.371,0.0,0.0,17.204,5.376,23.656,53.763,0.0,0.0,1000775680.0,0.0,0.0,0.0,0.0,0.0,27730.0,49845.0,3137048576.0,21602304.0,19939999744.0,39777882112.0
